標題,URL
[問卦] 為何很多人看到違停仔落難感到心疼?,https://www.ptt.cc/bbs/Gossiping/M.1721880460.A.F77.html
[問卦] 北漂也笑南漂也笑是想怎樣啦,https://www.ptt.cc/bbs/Gossiping/M.1721880498.A.ADE.html
Re: [問卦] 高雄雨量真的大,https://www.ptt.cc/bbs/Gossiping/M.1721880601.A.549.html
[問卦] 寶貝再一天好不好☺  ？,https://www.ptt.cc/bbs/Gossiping/M.1721880606.A.F0B.html
[問卦] 大奶歐巴桑煮這碗麵可以賣多少錢,https://www.ptt.cc/bbs/Gossiping/M.1721880623.A.26F.html
[問卦] 大家還記得88風災嗎,https://www.ptt.cc/bbs/Gossiping/M.1721880624.A.4D8.html
Re: [新聞] 高雄新建大樓「車道變瀑布」　雨灌地下室,https://www.ptt.cc/bbs/Gossiping/M.1721880628.A.D38.html
[問卦] 卡皮巴拉夫妻如果是高雄人在想什麼,https://www.ptt.cc/bbs/Gossiping/M.1721880659.A.A2A.html
[問卦] 股市加權指數的漲跌是如何判定的?,https://www.ptt.cc/bbs/Gossiping/M.1721880678.A.2D6.html
Re: [問卦] 自動駕駛能不能降低房價？？,https://www.ptt.cc/bbs/Gossiping/M.1721880684.A.A65.html
[問卦] 高雄人現在在想啥？,https://www.ptt.cc/bbs/Gossiping/M.1721880688.A.A7B.html
[問卦] 為什麼高雄討論度這麼高？,https://www.ptt.cc/bbs/Gossiping/M.1721880714.A.8A8.html
[新聞] 遭盜照片單身交友 高嘉瑜：62年次會長我,https://www.ptt.cc/bbs/Gossiping/M.1721880715.A.C79.html
[問卦] 都是積水房價不會掉吧,https://www.ptt.cc/bbs/Gossiping/M.1721880716.A.F51.html
Re: [問卦] 高雄從什麼時後仇恨值這麼高的？,https://www.ptt.cc/bbs/Gossiping/M.1721880720.A.803.html
[新聞] 強降雨逢大潮!高雄豪雨成災 陳其邁:局部積,https://www.ptt.cc/bbs/Gossiping/M.1721880727.A.11E.html
[新聞] 快訊／花蓮護理師母子1死1重傷　丈夫哽咽,https://www.ptt.cc/bbs/Gossiping/M.1721880734.A.82C.html
[問卦] 台股如果休市到美股上漲再開盤會怎樣,https://www.ptt.cc/bbs/Gossiping/M.1721880756.A.475.html
[問卦] 高雄淹水淹成這樣誰要負責？？？,https://www.ptt.cc/bbs/Gossiping/M.1721880766.A.456.html
[問卦] 什麼成語可以形容高雄水災,https://www.ptt.cc/bbs/Gossiping/M.1721880807.A.F25.html
[問卦] 肉身擋水VS用愛發電，高科技?,https://www.ptt.cc/bbs/Gossiping/M.1721880149.A.F41.html
[問卦] 認真說 隨緣應該台灣泡麵前五名了吧,https://www.ptt.cc/bbs/Gossiping/M.1721880150.A.3A6.html
"[問卦] Youtube推薦給我""天下長河"" 請問好看嗎?",https://www.ptt.cc/bbs/Gossiping/M.1721880151.A.C42.html
[問卦] 水災有委婉的說法嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721880154.A.728.html
[問卦] 明天台股會跌多少？,https://www.ptt.cc/bbs/Gossiping/M.1721880158.A.AF7.html
[問卦] 瑪莎拉蒂泡水要修多少錢？,https://www.ptt.cc/bbs/Gossiping/M.1721880179.A.DE3.html
Re: [問卦] 高雄雨量真的大,https://www.ptt.cc/bbs/Gossiping/M.1721880192.A.360.html
[新聞] 凱米掀台灣空中殺機！花蓮「屋頂」釀母死,https://www.ptt.cc/bbs/Gossiping/M.1721880223.A.1BE.html
[問卦] 學弟們今天看莒光園地嗎,https://www.ptt.cc/bbs/Gossiping/M.1721880248.A.CDF.html
[問卦] 台南三個水庫是聯通的,https://www.ptt.cc/bbs/Gossiping/M.1721880271.A.FA3.html
[新聞] 高雄一片汪洋！新建大樓「車道變瀑布」住,https://www.ptt.cc/bbs/Gossiping/M.1721880274.A.199.html
Re: [新聞] 高雄40.3億整治典寶溪 綠能升級滯洪池光,https://www.ptt.cc/bbs/Gossiping/M.1721880285.A.427.html
[問卦] 高雄藻大附近狀況如何?,https://www.ptt.cc/bbs/Gossiping/M.1721880306.A.BD5.html
[問卦] 實在百思不得其解  為什麼會變成這樣呢？,https://www.ptt.cc/bbs/Gossiping/M.1721880347.A.468.html
[問卦] 給8年的時間 但中南部還是災慘？,https://www.ptt.cc/bbs/Gossiping/M.1721880350.A.39E.html
[問卦] 笑死，就是要有光鮮亮麗建築才叫有建設?,https://www.ptt.cc/bbs/Gossiping/M.1721880376.A.6D8.html
[問卦] 老闆：這兩天有來加班的我會放在心裡？,https://www.ptt.cc/bbs/Gossiping/M.1721880381.A.565.html
Re: [新聞] 花蓮女兒牆砸死護理師！家屬悲痛：不可,https://www.ptt.cc/bbs/Gossiping/M.1721880419.A.EC2.html
[問卦] 在台灣專業度最不足的產業是,https://www.ptt.cc/bbs/Gossiping/M.1721880441.A.DDD.html
[問卦] 高雄那雨量下哪都淹爛吧,https://www.ptt.cc/bbs/Gossiping/M.1721880448.A.EF0.html
[問卦] 在新竹台北的高雄人，在想什麼？,https://www.ptt.cc/bbs/Gossiping/M.1721879663.A.C9B.html
[新聞] 快訊／台鐵「小清水橋西正線」遭土石流,https://www.ptt.cc/bbs/Gossiping/M.1721879678.A.736.html
[問卦] 8/4大巨蛋,https://www.ptt.cc/bbs/Gossiping/M.1721879683.A.3B8.html
[問卦] 要當獨居老人就不用留遺產了,https://www.ptt.cc/bbs/Gossiping/M.1721879733.A.E9E.html
"[問卦] 高雄好慘, 再給2000億 防洪, 應該合理吧.",https://www.ptt.cc/bbs/Gossiping/M.1721879787.A.4E9.html
[新聞] 曾文水庫洩洪！754天來單日最大降雨 每갰,https://www.ptt.cc/bbs/Gossiping/M.1721879787.A.B23.html
[新聞] 高雄岡山嘉興里百戶民宅進水 居民無奈：,https://www.ptt.cc/bbs/Gossiping/M.1721879830.A.884.html
[問卦] 亞洲小孩在美國灣區打球被黑人爆踩頭部！,https://www.ptt.cc/bbs/Gossiping/M.1721879881.A.058.html
[問卦] 驚！今天是胚胎師節！？,https://www.ptt.cc/bbs/Gossiping/M.1721879902.A.F48.html
[問卦] 為何高雄人這麼認天知命？,https://www.ptt.cc/bbs/Gossiping/M.1721879914.A.AD6.html
[問卦] 筆電要插著電使用嗎?,https://www.ptt.cc/bbs/Gossiping/M.1721879924.A.1A6.html
[問卦] 韓國啦啦隊年薪只有70萬？李多慧,https://www.ptt.cc/bbs/Gossiping/M.1721879943.A.EDA.html
[問卦] 一批便宜的一手女用車即將上市？,https://www.ptt.cc/bbs/Gossiping/M.1721879944.A.19E.html
[問卦] 有沒有KaeMi Typhoo的八卦,https://www.ptt.cc/bbs/Gossiping/M.1721880004.A.9CB.html
[問卦] 透明傘台灣為什麼不流行?,https://www.ptt.cc/bbs/Gossiping/M.1721880081.A.DC8.html
[問卦] 今天是前瞻預算期中考嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721880096.A.893.html
[問卦] 中國有洞庭湖，台灣有什麼？,https://www.ptt.cc/bbs/Gossiping/M.1721880108.A.17D.html
[問卦] 這次颱風 驗證台灣冷氣老塞的功力了吧？,https://www.ptt.cc/bbs/Gossiping/M.1721880123.A.5AC.html
[問卦] 颱風天還跑到機場賭起飛的人在想什麼？,https://www.ptt.cc/bbs/Gossiping/M.1721880135.A.48E.html
[問卦] 暑假要去哪玩水比較好,https://www.ptt.cc/bbs/Gossiping/M.1721880148.A.667.html
[問卦] 還有人在幻想明天不用上班嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721879212.A.E54.html
[問卦] 都颱風了八卦還一直針對高雄,https://www.ptt.cc/bbs/Gossiping/M.1721879223.A.48D.html
[新聞] 綠批盧秀燕結果他躺槍！葉元之提「林佳龍,https://www.ptt.cc/bbs/Gossiping/M.1721879231.A.86E.html
[問卦] 禮拜五請特休的才是健康的人吧,https://www.ptt.cc/bbs/Gossiping/M.1721879329.A.726.html
[問卦] 為什麼台北叫淹水換成高雄就叫積水？,https://www.ptt.cc/bbs/Gossiping/M.1721879332.A.28B.html
[新聞] 推深度節能 郭智輝:2028年節電目標達核三,https://www.ptt.cc/bbs/Gossiping/M.1721879348.A.32C.html
[問卦] 花一樣的錢買房子為什麼高雄人有游泳池？,https://www.ptt.cc/bbs/Gossiping/M.1721879360.A.334.html
[問卦] 對高雄淹水的嘲諷發言大可不必,https://www.ptt.cc/bbs/Gossiping/M.1721879376.A.259.html
[問卦] 謾罵高雄都不會被桶嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721879461.A.12A.html
[問卦] 哪裡有免費的水上樂園,https://www.ptt.cc/bbs/Gossiping/M.1721879487.A.D32.html
[問卦] 高雄這波淹水對房價影響如何？,https://www.ptt.cc/bbs/Gossiping/M.1721879507.A.C5B.html
[問卦] 有沒有積水和淹水差在那裡的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1721879549.A.FE3.html
[問卦] 高雄小積水請哀矜勿喜,https://www.ptt.cc/bbs/Gossiping/M.1721879551.A.BA8.html
[問卦] 神仙們少兩天香油錢會如何？,https://www.ptt.cc/bbs/Gossiping/M.1721879554.A.F2F.html
Re: [問卦] 「零日攻擊」怎那麼逼真？,https://www.ptt.cc/bbs/Gossiping/M.1721879582.A.1CE.html
[新聞] 急！嘉義傳多處淹水受困 消防隊出動橡皮,https://www.ptt.cc/bbs/Gossiping/M.1721879583.A.551.html
[問卦] 港式燒臘便當店為什麼很少人點香腸飯?,https://www.ptt.cc/bbs/Gossiping/M.1721879590.A.896.html
[問卦] 連線記者的語表能力沒有要求嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721879640.A.DD8.html
[問卦] 7年級小時候的糖果玩具組,https://www.ptt.cc/bbs/Gossiping/M.1721879650.A.2BF.html
[新聞] 高雄仍有1萬8千戶停電 鳳山、大寮2區4萬,https://www.ptt.cc/bbs/Gossiping/M.1721879651.A.1DC.html
[問卦] 笑高雄的人不提台北花多少錢治水？,https://www.ptt.cc/bbs/Gossiping/M.1721878814.A.8F0.html
[問卦] 隔壁板是怎麼變那麼死忠，喪事喜辦的?,https://www.ptt.cc/bbs/Gossiping/M.1721878816.A.7C4.html
Re: [問卦] 美股日股暴跌，台積電ADR跌5.9%！,https://www.ptt.cc/bbs/Gossiping/M.1721878816.A.433.html
[問卦] 看死忠仔玩水就很羨慕,https://www.ptt.cc/bbs/Gossiping/M.1721878831.A.C0C.html
[問卦] 笑死 大潮早就過了好嗎…,https://www.ptt.cc/bbs/Gossiping/M.1721878898.A.B55.html
[新聞] 整個高雄幾乎泡水裡！ 民眾哀號：家中變,https://www.ptt.cc/bbs/Gossiping/M.1721878930.A.8F7.html
[問卦] 自動駕駛能不能降低房價？？,https://www.ptt.cc/bbs/Gossiping/M.1721878936.A.C93.html
[問卦] 高雄淹水也是一種轉機吧@@,https://www.ptt.cc/bbs/Gossiping/M.1721878944.A.207.html
[問卦] 這波房價又要漲了吧,https://www.ptt.cc/bbs/Gossiping/M.1721878973.A.202.html
[問卦] 高雄住宿免費升級成河景房，應該很爽吧,https://www.ptt.cc/bbs/Gossiping/M.1721879003.A.FC9.html
Re: [問卦] 現在北部一整個無風無雨正常嗎,https://www.ptt.cc/bbs/Gossiping/M.1721879012.A.0F1.html
Re: [新聞] 川普火力全開 批賀錦麗「激進左派瘋子」,https://www.ptt.cc/bbs/Gossiping/M.1721879065.A.E40.html
[問卦] 週五預定好的高雄行程怎辦……,https://www.ptt.cc/bbs/Gossiping/M.1721879115.A.AFD.html
[問卦] 高雄淹水後是不是要注意登革熱？,https://www.ptt.cc/bbs/Gossiping/M.1721879120.A.089.html
[新聞] 獨家／坤達要求拿一半！Energy合體爆「,https://www.ptt.cc/bbs/Gossiping/M.1721879127.A.E95.html
[問卦] 嘲笑高雄小積水 vs 花蓮地震老天有眼,https://www.ptt.cc/bbs/Gossiping/M.1721879142.A.106.html
[問卦] 只是堵藍的臉友 何時會砸抽水機？,https://www.ptt.cc/bbs/Gossiping/M.1721879162.A.A0B.html
[問卦] 提到高雄淹水就氣噗噗的是哪些人,https://www.ptt.cc/bbs/Gossiping/M.1721879176.A.8ED.html
Re: [問卦] 這圖是不是很像AI圖？,https://www.ptt.cc/bbs/Gossiping/M.1721879191.A.C37.html
[問卦] 請大家救救高雄,https://www.ptt.cc/bbs/Gossiping/M.1721879207.A.91C.html
[問卦] 魔神英雄傳vs魔動王 哪個好看??,https://www.ptt.cc/bbs/Gossiping/M.1721878532.A.560.html
[問卦] ————嘲笑高雄停止線———,https://www.ptt.cc/bbs/Gossiping/M.1721878547.A.BB8.html
[爆卦] ITER的環形磁場線圈完成交付,https://www.ptt.cc/bbs/Gossiping/M.1721878550.A.5EE.html
[新聞] 颱風凱米桃園停電13314戶 桃園機場25日取,https://www.ptt.cc/bbs/Gossiping/M.1721878551.A.E58.html
[問卦] 南橫頂得過這次颱風嗎?,https://www.ptt.cc/bbs/Gossiping/M.1721878551.A.8D4.html
[問卦] 國動會怎麼度過颱風假?,https://www.ptt.cc/bbs/Gossiping/M.1721878575.A.38C.html
Re: [新聞] 放2天颱風假「400億蒸發」！　郭正亮：,https://www.ptt.cc/bbs/Gossiping/M.1721878587.A.0D1.html
[問卦] 高雄雨量真的大,https://www.ptt.cc/bbs/Gossiping/M.1721878611.A.A5D.html
[問卦] 肥宅適合坐在橡皮艇的哪邊,https://www.ptt.cc/bbs/Gossiping/M.1721878622.A.172.html
[問卦] 馬路淹水，電動機車會比摩車好嗎,https://www.ptt.cc/bbs/Gossiping/M.1721878628.A.96B.html
[問卦] 有沒有損失400億的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1721878628.A.7DF.html
[問卦] 買了所謂的豪宅淹水失火心裡能怎麼想?,https://www.ptt.cc/bbs/Gossiping/M.1721878632.A.735.html
[問卦] 為什麼有公司願意放支薪的颱風假？？,https://www.ptt.cc/bbs/Gossiping/M.1721878690.A.B82.html
[問卦] 台北這次是不是無感？,https://www.ptt.cc/bbs/Gossiping/M.1721878720.A.32B.html
Re: [問卦] 傷停補時是足球的醍醐味嗎,https://www.ptt.cc/bbs/Gossiping/M.1721878721.A.DAD.html
Re: [新聞] 颱風假放到飽？郭正亮爆「一天損失近200,https://www.ptt.cc/bbs/Gossiping/M.1721878737.A.C84.html
[問卦] 為何桃園整夜凌晨到現在都沒什麼雨？？,https://www.ptt.cc/bbs/Gossiping/M.1721878737.A.A0E.html
[問卦] 高雄積水嚴重 wecare高雄怎麼不見了,https://www.ptt.cc/bbs/Gossiping/M.1721878747.A.48E.html
[問卦] 凱米這次對北北基桃的影響?,https://www.ptt.cc/bbs/Gossiping/M.1721878767.A.55D.html
[問卦] 台積電是不是被坑了？,https://www.ptt.cc/bbs/Gossiping/M.1721878801.A.921.html
[問卦] 百貨會開是老闆還民眾的問題？,https://www.ptt.cc/bbs/Gossiping/M.1721878208.A.C90.html
[問卦] 高雄朋友家前面快滿出來了怎麼辦？,https://www.ptt.cc/bbs/Gossiping/M.1721878264.A.812.html
[新聞] 非裔女報案！美國警察到場「3槍射殺她」,https://www.ptt.cc/bbs/Gossiping/M.1721878265.A.779.html
[問卦] 新竹是不是連兩天對不起國家民族了？,https://www.ptt.cc/bbs/Gossiping/M.1721878278.A.F6C.html
[新聞] 南高屏更強雨勢要來了 颱風論壇：一波更,https://www.ptt.cc/bbs/Gossiping/M.1721878288.A.FB3.html
Re: [問卦] 高雄現在這麼嚴重是不是要再放一天啊？,https://www.ptt.cc/bbs/Gossiping/M.1721878302.A.FEE.html
[問卦] Wecare高雄新貼文怎麼不是關心高雄？,https://www.ptt.cc/bbs/Gossiping/M.1721878303.A.A38.html
Re: [問卦] 韓國取名為何取螞蟻颱風？,https://www.ptt.cc/bbs/Gossiping/M.1721878320.A.4C9.html
Re: [問卦] 高雄死忠的這次淹水還能怎麼凹,https://www.ptt.cc/bbs/Gossiping/M.1721878336.A.13B.html
Re: [問卦] 水庫蓄水量110%是怎麼回事？,https://www.ptt.cc/bbs/Gossiping/M.1721878337.A.A98.html
[問卦] 台電人員這些天太硬核了吧,https://www.ptt.cc/bbs/Gossiping/M.1721878346.A.7EF.html
[新聞] 警狂喊放下鍋子！非裔女手無寸鐵突遭他,https://www.ptt.cc/bbs/Gossiping/M.1721878374.A.E17.html
[新聞] 川普火力全開 批賀錦麗「激進左派瘋子」,https://www.ptt.cc/bbs/Gossiping/M.1721878374.A.F64.html
[問卦] 常常淹水是不是該蓋高腳屋了,https://www.ptt.cc/bbs/Gossiping/M.1721878381.A.096.html
[新聞] 蝸居悲歌！晚4年買房坪數「縮水一半」,https://www.ptt.cc/bbs/Gossiping/M.1721878433.A.57B.html
[問卦] 住西華富邦還跑去wg健身？,https://www.ptt.cc/bbs/Gossiping/M.1721878444.A.544.html
[問卦] 淹水跟停電哪個嚴重跟不方便？,https://www.ptt.cc/bbs/Gossiping/M.1721878468.A.8A4.html
[問卦] 泡多高才算泡水車？,https://www.ptt.cc/bbs/Gossiping/M.1721878501.A.338.html
Re: [問卦] 高雄死忠的這次淹水還能怎麼凹,https://www.ptt.cc/bbs/Gossiping/M.1721878519.A.DF3.html
[新聞] 颱風天未取貨視同放棄！陳耀訓蛋黃酥引,https://www.ptt.cc/bbs/Gossiping/M.1721878520.A.DB5.html
[新聞] 高雄美術館大淹水！豪宅區淪一片黃河　「,https://www.ptt.cc/bbs/Gossiping/M.1721877599.A.B62.html
[問卦] 台北盆地地形是不是扛住了？,https://www.ptt.cc/bbs/Gossiping/M.1721877610.A.EFC.html
Re: [新聞] 高雄新建大樓「車道變瀑布」　雨灌地下室,https://www.ptt.cc/bbs/Gossiping/M.1721877701.A.CCD.html
Re: [問卦] 高雄怎麼跟中國一樣,https://www.ptt.cc/bbs/Gossiping/M.1721877736.A.C0E.html
[問卦] 前瞻:把水顧好，把家顧好,https://www.ptt.cc/bbs/Gossiping/M.1721877829.A.993.html
[問卦] 高雄現在這麼嚴重是不是要再放一天啊？,https://www.ptt.cc/bbs/Gossiping/M.1721877863.A.ED6.html
[問卦] 北漂少女想在台北市買新房可以嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721877883.A.2B9.html
Re: [問卦] 所以為什麼新大樓地下室會淹水???,https://www.ptt.cc/bbs/Gossiping/M.1721877915.A.BE9.html
[問卦] 早餐店薯條好好吃哦,https://www.ptt.cc/bbs/Gossiping/M.1721877956.A.695.html
[問卦] 颱風天老闆丟訊息說issue燒起來了,https://www.ptt.cc/bbs/Gossiping/M.1721877984.A.5AF.html
[問卦] 世界是虛擬的理論是假的吧？！,https://www.ptt.cc/bbs/Gossiping/M.1721878028.A.3EF.html
[問卦] 肥宅從十樓掉下來 汽車可能被壓爛嗎,https://www.ptt.cc/bbs/Gossiping/M.1721878035.A.2DF.html
[問卦] 為何高雄人要對被說淹水反應這麼大,https://www.ptt.cc/bbs/Gossiping/M.1721878103.A.3BA.html
Re: [問卦] 所以為什麼新大樓地下室會淹水???,https://www.ptt.cc/bbs/Gossiping/M.1721878105.A.727.html
[問卦] 漢神巨蛋不開了,https://www.ptt.cc/bbs/Gossiping/M.1721878107.A.7F3.html
[問卦] 沒人發現防水閘門根本沒用嗎,https://www.ptt.cc/bbs/Gossiping/M.1721878119.A.A7C.html
[問卦] 高雄打造成東方威尼斯有搞頭嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721878140.A.1AA.html
[問卦] 最近南部是不是很多便宜中古車可以買了？,https://www.ptt.cc/bbs/Gossiping/M.1721878143.A.7B2.html
[問卦] 隔壁版說：這次高雄淹水比2001好很多了,https://www.ptt.cc/bbs/Gossiping/M.1721878165.A.CF9.html
Re: [新聞] 放2天颱風假「400億蒸發」！　郭正亮：,https://www.ptt.cc/bbs/Gossiping/M.1721878171.A.EF9.html
[問卦] 為什麼高雄經過這四年還會淹水,https://www.ptt.cc/bbs/Gossiping/M.1721877135.A.FB8.html
Re: [問卦] 幹你娘 台北市垃圾袋政策有多腦殘？,https://www.ptt.cc/bbs/Gossiping/M.1721877153.A.BFA.html
Re: [問卦] 為什麼台男要越女，不找日女？？,https://www.ptt.cc/bbs/Gossiping/M.1721877162.A.53D.html
[問卦] 車市上突然多好多香香女用一手車,https://www.ptt.cc/bbs/Gossiping/M.1721877197.A.36D.html
[問卦] 高雄死忠的這次淹水還能怎麼凹,https://www.ptt.cc/bbs/Gossiping/M.1721877204.A.496.html
[問卦] 哲學家朱家安有偷摸學妹大腿嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721877298.A.20C.html
[問卦] 什麼是深度節能啊?聽說可以抵核3發電量耶,https://www.ptt.cc/bbs/Gossiping/M.1721877310.A.C06.html
Re: [問卦] 高雄積水誰要負責？,https://www.ptt.cc/bbs/Gossiping/M.1721877325.A.920.html
Re: [問卦] 高雄還有在清水溝嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721877325.A.473.html
Re: [問卦] 緬甸內戰打得如何了,https://www.ptt.cc/bbs/Gossiping/M.1721877354.A.A97.html
[問卦] 砸死護理師的大樓是美崙飯店的？,https://www.ptt.cc/bbs/Gossiping/M.1721877391.A.255.html
[問卦] 看來高雄這次有可能要淹一波大的了,https://www.ptt.cc/bbs/Gossiping/M.1721877393.A.339.html
[問卦] 颱風無薪假幹什麼比較爽,https://www.ptt.cc/bbs/Gossiping/M.1721877433.A.EF4.html
[問卦] 所以為什麼新大樓地下室會淹水???,https://www.ptt.cc/bbs/Gossiping/M.1721877444.A.12E.html
[問卦] 暖市放颱風假其實是高招吧,https://www.ptt.cc/bbs/Gossiping/M.1721877445.A.D77.html
[問卦] 水電都搞不好是什麼落後國家??,https://www.ptt.cc/bbs/Gossiping/M.1721877449.A.930.html
[問卦] 高雄雨量有北部大嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721877454.A.700.html
[新聞] 凱米雨量驚人！中南部57區淹水警戒,https://www.ptt.cc/bbs/Gossiping/M.1721877531.A.3FD.html
[問卦] 今天台北放假對不起國家民族,https://www.ptt.cc/bbs/Gossiping/M.1721877556.A.7AF.html
[問卦] 颱風後台灣哪個城市車行業績會最好？,https://www.ptt.cc/bbs/Gossiping/M.1721877586.A.AB4.html
[問卦] 這次高雄可以要到多少錢治水?,https://www.ptt.cc/bbs/Gossiping/M.1721876488.A.1E6.html
Re: [新聞] 花蓮女兒牆砸死護理師！家屬悲痛：不可,https://www.ptt.cc/bbs/Gossiping/M.1721876517.A.C7A.html
[問卦] 會淹水的平面車位值多少,https://www.ptt.cc/bbs/Gossiping/M.1721876532.A.815.html
Re: [問卦] 這種提籃式設計要害死多少人？,https://www.ptt.cc/bbs/Gossiping/M.1721876553.A.B58.html
[問卦] 水溝通拆違建還是炒房炒地重要？,https://www.ptt.cc/bbs/Gossiping/M.1721876558.A.A9F.html
[問卦] 給別人的抽水機怎麼開口要回來,https://www.ptt.cc/bbs/Gossiping/M.1721876564.A.7BD.html
[問卦] 台中放個颱風假是招惹誰??,https://www.ptt.cc/bbs/Gossiping/M.1721876572.A.C79.html
[新聞] 國防部：因應颱風災防整備　明日南部萬安,https://www.ptt.cc/bbs/Gossiping/M.1721876584.A.D45.html
[問卦] 珍妮佛洛培茲曬出辣照慶祝自己55歲生日,https://www.ptt.cc/bbs/Gossiping/M.1721876643.A.CDD.html
[問卦] 正妹長的像一粒或李多慧 但有口臭你ok嗎,https://www.ptt.cc/bbs/Gossiping/M.1721876705.A.23C.html
[問卦] 汐止是不是地理位置對了才不淹水,https://www.ptt.cc/bbs/Gossiping/M.1721876714.A.6F8.html
[問卦] 今天誰有資格開第一槍？,https://www.ptt.cc/bbs/Gossiping/M.1721876785.A.090.html
[問卦] 台北今天算不算亂放假？,https://www.ptt.cc/bbs/Gossiping/M.1721876823.A.4C1.html
[問卦] 外配都是貪圖台灣的身分證嗎,https://www.ptt.cc/bbs/Gossiping/M.1721876834.A.286.html
[問卦] 高雄算台灣威尼斯嗎?,https://www.ptt.cc/bbs/Gossiping/M.1721876849.A.537.html
[問卦] 這八年的努力功虧一簣?,https://www.ptt.cc/bbs/Gossiping/M.1721876862.A.3E4.html
[問卦] Intel現在這麼慘484因為印度人,https://www.ptt.cc/bbs/Gossiping/M.1721876902.A.7FF.html
[問卦] 大巨蛋都怎麼排水,https://www.ptt.cc/bbs/Gossiping/M.1721876973.A.7C7.html
[問卦] 再撒一次前瞻8400億可以不淹水嗎,https://www.ptt.cc/bbs/Gossiping/M.1721877110.A.B69.html
[問卦] 明天台股會多慘,https://www.ptt.cc/bbs/Gossiping/M.1721877129.A.098.html
[問卦] 高雄怎麼跟中國一樣,https://www.ptt.cc/bbs/Gossiping/M.1721876036.A.EC1.html
[問卦] 颱風已經賴兩天了 今天之內會滾嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721876119.A.9ED.html
[問卦] 美國反對帝國主義 甚麼人愛罵美帝？,https://www.ptt.cc/bbs/Gossiping/M.1721876139.A.05D.html
[問卦] 不要取笑高雄！一人說一個高雄的優點,https://www.ptt.cc/bbs/Gossiping/M.1721876199.A.07F.html
[問卦] 上禮拜大跌兩千多點，明天應該漲回來了吧,https://www.ptt.cc/bbs/Gossiping/M.1721876203.A.C6E.html
[問卦] 下週的菜會漲到多少？,https://www.ptt.cc/bbs/Gossiping/M.1721876220.A.3AF.html
[問卦] 現在北北基桃是不是沒事了？,https://www.ptt.cc/bbs/Gossiping/M.1721876224.A.072.html
[問卦] 皇帝德不配位為什麼要苦人民？,https://www.ptt.cc/bbs/Gossiping/M.1721876225.A.202.html
Re: [新聞] 快訊／高雄美術館豪宅區淹了！馬路變「,https://www.ptt.cc/bbs/Gossiping/M.1721876231.A.5CF.html
Re: [問卦] 高雄! 怎麼又淹水了? 錢是花到哪裡去?,https://www.ptt.cc/bbs/Gossiping/M.1721876266.A.640.html
[問卦] 什麼情況會在暴風雨開車載妻兒出門？,https://www.ptt.cc/bbs/Gossiping/M.1721876276.A.AF2.html
[問卦] 風速要到幾級才能吹走國動,https://www.ptt.cc/bbs/Gossiping/M.1721876285.A.7D9.html
[問卦] 有一說一 修仙是中國獨創的小說體材嗎?,https://www.ptt.cc/bbs/Gossiping/M.1721876312.A.7CE.html
[問卦] 政府可以強制週末上班嗎？,https://www.ptt.cc/bbs/Gossiping/M.1721876313.A.F6B.html
[問卦] 這強棒麵有幾分？,https://www.ptt.cc/bbs/Gossiping/M.1721876317.A.A9E.html
[問卦] 肥宅想看女生胸部都是如何掩飾的,https://www.ptt.cc/bbs/Gossiping/M.1721876374.A.0F8.html
[問卦] 高雄積水誰要負責？,https://www.ptt.cc/bbs/Gossiping/M.1721876393.A.C46.html
Re: [新聞] 高雄新建大樓「車道變瀑布」　雨灌地下室,https://www.ptt.cc/bbs/Gossiping/M.1721876421.A.5FF.html
[問卦] 欸！妳各位冷氣連開幾個小時了？,https://www.ptt.cc/bbs/Gossiping/M.1721876465.A.088.html
[問卦] A股跌破2900代表什麼,https://www.ptt.cc/bbs/Gossiping/M.1721876467.A.979.html
[問卦] 這次水庫大進補 可以用多久啊,https://www.ptt.cc/bbs/Gossiping/M.1721875624.A.DB6.html
Re: [問卦] 停班停課但仍在蓋房子?,https://www.ptt.cc/bbs/Gossiping/M.1721875639.A.604.html
[新聞] 快訊／高雄幾乎泡水裡！恐怖豪雨彈猛炸,https://www.ptt.cc/bbs/Gossiping/M.1721875642.A.EFF.html
Re: [新聞] 高雄新建大樓「車道變瀑布」　雨灌地下室,https://www.ptt.cc/bbs/Gossiping/M.1721875648.A.43B.html
[問卦] 這麼想放假為何不離職就好？,https://www.ptt.cc/bbs/Gossiping/M.1721875655.A.B2C.html
[問卦] 原來鄭州又淹水了喔,https://www.ptt.cc/bbs/Gossiping/M.1721875701.A.D61.html
[問卦] 可悲幻想仔明天還想爽喔,https://www.ptt.cc/bbs/Gossiping/M.1721875716.A.4AE.html
